CustomerID,Age,Gender,Income,Tenure,ProductType,SupportCalls,ChurnStatus
CUST0000,62.0,0,146113.5,4.0,0,2.0,0
CUST0001,67.0,0,58350.0,6.0,1,9.0,0
CUST0002,46.0,1,146113.5,2.0,0,11.0,0
CUST0003,32.0,1,119914.5,1.0,1,13.0,0
CUST0004,62.0,0,106602.5,4.0,1,5.0,0
CUST0005,27.0,1,94910.5,7.0,1,13.0,0
CUST0006,38.0,1,119914.5,6.0,0,5.0,0
CUST0007,56.0,1,31264.5,1.0,0,5.0,1
CUST0008,38.0,0,71629.0,1.0,0,7.0,0
CUST0009,38.0,1,119914.5,8.0,0,14.0,0
CUST0010,27.0,0,58350.0,4.0,0,2.0,0
CUST0011,27.0,0,119914.5,5.0,0,5.0,0
CUST0012,43.0,1,106602.5,5.0,0,2.0,0
CUST0013,51.0,1,31264.5,8.0,0,2.0,0
CUST0014,56.0,1,87161.0,7.0,0,14.0,0
CUST0015,43.0,0,44486.0,2.0,1,9.0,1
CUST0016,21.0,1,31264.5,4.0,0,5.0,0
CUST0017,38.0,1,87161.0,1.0,0,9.0,0
CUST0018,21.0,1,87161.0,9.0,0,8.0,0
CUST0019,43.0,0,132854.5,3.0,1,9.0,0
CUST0020,62.0,1,119914.5,3.0,0,5.0,0
CUST0021,46.0,0,58350.0,9.0,0,13.0,0
CUST0022,56.0,0,87161.0,3.0,0,2.0,0
CUST0023,21.0,1,87161.0,8.0,0,9.0,0
CUST0024,38.0,0,106602.5,2.0,0,5.0,0
CUST0025,51.0,1,94910.5,3.0,1,14.0,0
CUST0026,43.0,0,31264.5,2.0,1,9.0,1
CUST0027,38.0,0,44486.0,1.0,1,7.0,1
CUST0028,62.0,0,106602.5,2.0,1,8.0,0
CUST0029,43.0,1,94910.5,8.0,0,7.0,0
CUST0030,67.0,1,31264.5,9.0,1,14.0,0
CUST0031,46.0,1,71629.0,2.0,0,2.0,0
CUST0032,62.0,1,94910.5,7.0,0,7.0,0
CUST0033,46.0,1,87161.0,5.0,0,2.0,0
CUST0034,32.0,1,71629.0,3.0,0,7.0,0
CUST0035,32.0,1,119914.5,9.0,0,7.0,0
CUST0036,62.0,1,87161.0,6.0,0,8.0,0
CUST0037,67.0,0,87161.0,1.0,0,6.0,0
CUST0038,62.0,1,31264.5,5.0,1,2.0,0
CUST0039,67.0,1,44486.0,5.0,0,9.0,0
CUST0040,43.0,1,71629.0,4.0,0,14.0,0
CUST0041,56.0,1,71629.0,8.0,1,8.0,0
CUST0042,67.0,0,119914.5,5.0,0,2.0,0
CUST0043,27.0,1,71629.0,9.0,1,14.0,0
CUST0044,38.0,0,58350.0,9.0,0,2.0,0
CUST0045,27.0,0,58350.0,9.0,1,2.0,0
CUST0046,56.0,0,146113.5,5.0,0,9.0,0
CUST0047,38.0,0,119914.5,2.0,0,14.0,0
CUST0048,21.0,0,119914.5,3.0,0,2.0,0
CUST0049,43.0,0,146113.5,4.0,0,2.0,0
CUST0050,32.0,0,119914.5,9.0,1,14.0,0
CUST0051,67.0,0,94910.5,6.0,0,2.0,0
CUST0052,43.0,0,106602.5,1.0,0,7.0,0
CUST0053,43.0,0,58350.0,9.0,0,7.0,0
CUST0054,21.0,0,132854.5,6.0,1,2.0,0
CUST0055,38.0,1,119914.5,4.0,0,2.0,0
CUST0056,46.0,1,44486.0,4.0,1,2.0,0
CUST0057,62.0,1,146113.5,3.0,0,2.0,0
CUST0058,27.0,1,87161.0,5.0,0,2.0,0
CUST0059,62.0,1,71629.0,3.0,0,2.0,0
CUST0060,27.0,1,44486.0,2.0,1,5.0,1
CUST0061,62.0,0,44486.0,8.0,1,2.0,0
CUST0062,51.0,1,94910.5,4.0,0,9.0,0
CUST0063,32.0,0,87161.0,8.0,0,8.0,0
CUST0064,32.0,1,106602.5,1.0,1,9.0,0
CUST0065,51.0,1,87161.0,5.0,0,5.0,0
CUST0066,67.0,0,87161.0,9.0,0,7.0,0
CUST0067,56.0,0,87161.0,1.0,0,5.0,0
CUST0068,21.0,1,106602.5,4.0,0,7.0,0
CUST0069,21.0,0,71629.0,6.0,0,6.0,0
CUST0070,27.0,0,87161.0,8.0,0,11.0,0
CUST0071,62.0,1,132854.5,3.0,0,2.0,0
CUST0072,21.0,1,106602.5,5.0,1,14.0,0
CUST0073,46.0,0,132854.5,7.0,0,6.0,0
CUST0074,38.0,0,44486.0,5.0,1,5.0,1
CUST0075,43.0,0,71629.0,7.0,0,2.0,0
CUST0076,62.0,0,58350.0,8.0,0,8.0,0
CUST0077,51.0,1,106602.5,8.0,0,11.0,0
CUST0078,27.0,1,119914.5,9.0,1,9.0,0
CUST0079,51.0,1,31264.5,6.0,0,14.0,0
CUST0080,32.0,0,71629.0,5.0,1,11.0,0
CUST0081,46.0,0,119914.5,2.0,0,8.0,0
CUST0082,67.0,0,44486.0,3.0,0,13.0,0
CUST0083,32.0,1,58350.0,4.0,1,5.0,0
CUST0084,21.0,1,132854.5,4.0,0,7.0,0
CUST0085,32.0,1,44486.0,8.0,0,6.0,0
CUST0086,38.0,0,44486.0,1.0,1,8.0,1
CUST0087,56.0,0,106602.5,5.0,0,6.0,0
CUST0088,38.0,1,31264.5,5.0,0,2.0,0
CUST0089,32.0,0,44486.0,1.0,1,5.0,1
CUST0090,62.0,1,87161.0,3.0,0,9.0,0
CUST0091,38.0,0,87161.0,5.0,1,7.0,0
CUST0092,62.0,1,94910.5,6.0,0,5.0,0
CUST0093,43.0,0,44486.0,9.0,1,8.0,0
CUST0094,43.0,1,87161.0,9.0,0,13.0,0
CUST0095,43.0,0,31264.5,9.0,1,9.0,0
CUST0096,62.0,1,71629.0,1.0,0,13.0,0
CUST0097,56.0,1,71629.0,9.0,0,6.0,0
CUST0098,46.0,1,44486.0,8.0,0,6.0,0
CUST0099,32.0,1,58350.0,2.0,0,2.0,0
CUST0100,62.0,1,119914.5,1.0,1,2.0,0
CUST0101,21.0,0,132854.5,1.0,1,7.0,0
CUST0102,43.0,1,71629.0,6.0,0,6.0,0
CUST0103,27.0,0,106602.5,9.0,1,2.0,0
CUST0104,27.0,0,87161.0,7.0,0,7.0,0
CUST0105,43.0,0,146113.5,5.0,0,2.0,0
CUST0106,21.0,1,94910.5,2.0,0,2.0,0
CUST0107,62.0,1,87161.0,1.0,0,9.0,0
CUST0108,27.0,0,31264.5,2.0,0,7.0,1
CUST0109,43.0,0,94910.5,1.0,1,2.0,0
CUST0110,27.0,1,94910.5,3.0,0,9.0,0
CUST0111,67.0,1,87161.0,6.0,0,9.0,0
CUST0112,32.0,1,132854.5,8.0,0,2.0,0
CUST0113,27.0,0,106602.5,3.0,1,7.0,0
CUST0114,51.0,1,71629.0,9.0,0,13.0,0
CUST0115,51.0,1,44486.0,5.0,0,2.0,0
CUST0116,51.0,0,146113.5,7.0,0,9.0,0
CUST0117,21.0,1,31264.5,8.0,1,2.0,0
CUST0118,62.0,1,58350.0,3.0,0,11.0,0
CUST0119,56.0,0,119914.5,2.0,1,2.0,0
CUST0120,56.0,0,87161.0,2.0,0,2.0,0
CUST0121,46.0,1,58350.0,5.0,1,13.0,0
CUST0122,27.0,1,119914.5,1.0,0,2.0,0
CUST0123,27.0,1,132854.5,2.0,0,13.0,0
CUST0124,27.0,1,31264.5,9.0,0,11.0,0
CUST0125,27.0,0,94910.5,7.0,0,11.0,0
CUST0126,51.0,1,71629.0,6.0,0,7.0,0
CUST0127,51.0,1,146113.5,9.0,1,14.0,0
CUST0128,67.0,1,132854.5,7.0,1,14.0,0
CUST0129,38.0,0,87161.0,5.0,1,2.0,0
CUST0130,43.0,0,119914.5,9.0,0,11.0,0
CUST0131,56.0,0,31264.5,6.0,0,13.0,0
CUST0132,51.0,1,71629.0,6.0,0,5.0,0
CUST0133,43.0,0,119914.5,4.0,0,6.0,0
CUST0134,56.0,0,44486.0,1.0,1,14.0,1
CUST0135,38.0,1,71629.0,5.0,0,9.0,0
CUST0136,46.0,1,31264.5,9.0,1,13.0,0
CUST0137,51.0,1,106602.5,8.0,0,11.0,0
CUST0138,21.0,1,94910.5,5.0,1,2.0,0
CUST0139,43.0,1,87161.0,4.0,0,7.0,0
CUST0140,56.0,1,106602.5,9.0,1,9.0,0
CUST0141,62.0,1,31264.5,3.0,0,13.0,0
CUST0142,32.0,0,87161.0,3.0,0,2.0,0
CUST0143,21.0,1,87161.0,1.0,1,11.0,0
CUST0144,21.0,0,119914.5,9.0,0,11.0,0
CUST0145,21.0,0,58350.0,6.0,0,8.0,0
CUST0146,43.0,0,146113.5,2.0,0,13.0,0
CUST0147,32.0,0,132854.5,8.0,0,6.0,0
CUST0148,56.0,1,58350.0,9.0,0,2.0,0
CUST0149,43.0,0,146113.5,9.0,0,9.0,0
CUST0150,27.0,1,87161.0,2.0,0,11.0,0
CUST0151,32.0,1,71629.0,2.0,0,5.0,0
CUST0152,32.0,0,87161.0,7.0,0,8.0,0
CUST0153,43.0,1,44486.0,4.0,0,11.0,0
CUST0154,62.0,1,44486.0,1.0,1,5.0,1
CUST0155,32.0,0,58350.0,8.0,1,13.0,0
CUST0156,67.0,0,58350.0,2.0,0,14.0,0
CUST0157,51.0,0,44486.0,3.0,0,9.0,0
CUST0158,56.0,1,87161.0,5.0,0,5.0,0
CUST0159,67.0,0,44486.0,3.0,1,13.0,0
CUST0160,67.0,1,87161.0,7.0,0,2.0,0
CUST0161,51.0,0,31264.5,7.0,0,2.0,0
CUST0162,43.0,0,31264.5,2.0,0,5.0,1
CUST0163,46.0,0,119914.5,7.0,0,8.0,0
CUST0164,56.0,0,106602.5,6.0,0,9.0,0
CUST0165,38.0,1,87161.0,9.0,0,11.0,0
CUST0166,56.0,0,87161.0,9.0,0,7.0,0
CUST0167,62.0,0,44486.0,2.0,0,5.0,1
CUST0168,32.0,1,146113.5,7.0,0,11.0,0
CUST0169,62.0,0,71629.0,5.0,1,11.0,0
CUST0170,46.0,1,71629.0,6.0,0,7.0,0
CUST0171,51.0,0,119914.5,1.0,0,2.0,0
CUST0172,32.0,0,87161.0,7.0,0,6.0,0
CUST0173,51.0,0,119914.5,6.0,0,2.0,0
CUST0174,27.0,1,71629.0,4.0,0,13.0,0
CUST0175,67.0,0,146113.5,1.0,0,9.0,0
CUST0176,38.0,0,44486.0,9.0,1,6.0,0
CUST0177,46.0,0,119914.5,4.0,0,8.0,0
CUST0178,21.0,1,132854.5,2.0,0,2.0,0
CUST0179,62.0,1,58350.0,8.0,0,2.0,0
CUST0180,62.0,0,58350.0,2.0,0,2.0,0
CUST0181,21.0,1,87161.0,5.0,1,9.0,0
CUST0182,46.0,0,94910.5,6.0,0,2.0,0
CUST0183,46.0,0,106602.5,8.0,0,8.0,0
CUST0184,62.0,0,132854.5,1.0,1,5.0,0
CUST0185,62.0,0,94910.5,1.0,1,5.0,0
CUST0186,38.0,0,58350.0,4.0,0,7.0,0
CUST0187,46.0,1,58350.0,5.0,0,9.0,0
CUST0188,27.0,1,87161.0,9.0,0,5.0,0
CUST0189,43.0,1,106602.5,7.0,0,8.0,0
CUST0190,43.0,1,87161.0,7.0,1,14.0,0
CUST0191,56.0,0,44486.0,8.0,0,9.0,0
CUST0192,51.0,0,146113.5,5.0,0,5.0,0
CUST0193,21.0,0,94910.5,5.0,0,7.0,0
CUST0194,46.0,0,132854.5,1.0,0,5.0,0
CUST0195,67.0,0,87161.0,9.0,0,14.0,0
CUST0196,32.0,0,119914.5,6.0,1,8.0,0
CUST0197,56.0,0,58350.0,9.0,0,2.0,0
CUST0198,21.0,0,58350.0,3.0,0,9.0,0
CUST0199,56.0,1,71629.0,5.0,1,2.0,0
CUST0200,21.0,1,132854.5,2.0,0,9.0,0
